"persons" "ward" "question" "mailgrp" "phonegrp" "persngrp" "appeal" "contact" "mailings" "age" "majorpty" "vote96.0" "vote96.1" "mailcall" "voted98" "phnscrpt" "dis.mc" "dis.phn" "phn.c" "phntrt1" "phntrt2" "phn.c1" "phn.c2"
"970" 2 25 0 1 0 1 2 0 1 48 0 0 1 1 1 4 1 99 1 1 1 1 1
"971" 2 18 0 1 1 0 3 0 3 47 1 0 0 1 0 6 99 1 1 1 1 1 1
"972" 2 27 0 1 0 0 3 0 1 36 0 1 0 1 0 6 99 99 0 1 1 0 0
"973" 2 14 0 1 0 0 3 0 3 54 1 0 0 1 1 6 99 99 0 1 1 0 0
"974" 2 11 0 1 0 0 2 0 3 51 0 0 1 1 0 4 99 99 0 1 1 0 0
"975" 2 21 0 1 0 1 3 0 3 40 1 1 0 1 0 6 99 99 0 1 1 0 0
"976" 2 18 0 1 0 0 1 0 2 62 0 1 0 1 0 2 99 99 0 1 1 0 0
"977" 2 9 0 1 0 0 1 0 1 50 0 0 1 1 1 2 99 99 0 1 1 0 0
"978" 2 23 0 1 0 0 2 0 3 35 1 0 0 1 0 4 99 99 0 1 1 0 0
"979" 2 8 0 1 0 0 3 0 3 65 1 1 0 1 1 6 99 99 0 1 1 0 0
"980" 2 6 0 1 0 0 1 0 1 62 1 1 0 1 0 2 0 99 0 1 1 0 0
"981" 2 7 0 1 0 1 1 0 1 34 0 1 0 1 0 2 99 99 0 1 1 0 0
"982" 2 13 0 1 0 0 1 0 1 81 1 1 0 1 0 2 99 99 0 1 1 0 0
"983" 2 19 0 1 0 0 3 0 2 33 0 0 1 1 0 6 99 99 0 1 1 0 0
"984" 2 18 0 1 0 0 1 0 1 46 1 0 1 1 1 2 1 99 1 1 1 1 1
"985" 2 5 0 1 0 0 1 0 3 44 1 0 1 1 1 2 99 99 0 1 1 0 0
"986" 2 26 0 1 0 0 1 0 3 70 1 0 1 1 1 2 1 99 1 1 1 1 1
"987" 2 11 0 1 1 1 3 1 3 73 0 1 0 1 1 6 0 1 1 1 1 1 1
"988" 2 27 0 1 0 0 1 0 3 57 1 0 1 1 1 2 99 99 0 1 1 0 0
"989" 2 14 0 1 0 0 2 0 2 30 1 0 0 1 1 4 1 99 1 1 1 1 1
"990" 2 13 0 1 0 1 1 0 3 81 1 1 0 1 0 2 99 99 0 1 1 0 0
"991" 2 3 0 1 0 0 3 0 3 67 1 0 0 1 1 6 0 99 0 1 1 0 0
"992" 2 9 0 1 0 0 3 0 3 57 1 1 0 1 0 6 1 99 1 1 1 1 1
"993" 2 12 0 1 0 1 3 0 2 37 0 0 0 1 0 6 99 99 0 1 1 0 0
"994" 2 19 0 1 0 0 3 0 2 30 1 1 0 1 0 6 99 99 0 1 1 0 0
"995" 2 11 0 1 0 0 2 0 2 77 1 0 1 1 0 4 99 99 0 1 1 0 0
"996" 2 25 0 1 0 1 1 1 1 31 0 0 0 1 0 2 1 99 1 1 1 1 1
"997" 2 20 0 1 0 0 2 0 3 37 1 1 0 1 0 4 0 99 0 1 1 0 0
"998" 2 24 0 1 0 0 1 0 1 42 1 0 0 1 1 2 0 99 0 1 1 0 0
"999" 2 16 0 1 1 0 3 0 3 49 1 0 1 1 0 6 0 1 1 1 1 1 1
"1000" 2 2 0 1 0 0 2 0 1 52 1 0 1 1 0 4 1 99 1 1 1 1 1
"1001" 2 6 0 1 0 0 1 0 3 54 1 1 0 1 0 2 99 99 0 1 1 0 0
"1002" 2 5 0 1 0 0 1 0 2 23 1 1 0 1 0 2 99 99 0 1 1 0 0
"1003" 2 5 0 1 0 0 3 0 2 49 1 0 0 1 0 6 99 99 0 1 1 0 0
"1004" 2 15 0 1 0 0 3 0 3 53 1 0 1 1 0 6 99 99 0 1 1 0 0
"1005" 2 10 0 1 0 0 1 0 1 45 1 0 1 1 1 2 1 99 1 1 1 1 1
"1006" 2 30 0 1 0 1 1 1 2 27 1 1 0 1 0 2 0 99 0 1 1 0 0
"1007" 2 13 0 1 0 0 3 0 1 44 1 0 1 1 0 6 1 99 1 1 1 1 1
"1008" 2 21 0 1 0 0 1 0 1 28 0 1 0 1 0 2 99 99 0 1 1 0 0
"1009" 2 12 0 1 0 0 3 0 3 27 1 0 1 1 1 6 99 99 0 1 1 0 0
"1010" 2 30 0 1 0 0 1 0 3 52 1 0 1 1 0 2 99 99 0 1 1 0 0
"1011" 2 26 0 1 0 0 2 0 3 26 1 0 0 1 0 4 1 99 1 1 1 1 1
"1012" 2 27 0 1 0 0 1 0 1 20 1 0 0 1 0 2 99 99 0 1 1 0 0
"1013" 2 3 0 1 0 0 3 0 3 84 1 0 1 1 0 6 0 99 0 1 1 0 0
"1014" 2 8 0 1 0 0 3 0 3 58 1 1 0 1 0 6 99 99 0 1 1 0 0
"1015" 2 14 0 1 0 0 1 0 1 84 1 0 1 1 1 2 1 99 1 1 1 1 1
"1016" 2 25 0 1 0 0 2 0 3 78 1 0 1 1 1 4 99 99 0 1 1 0 0
"1017" 2 17 0 1 0 0 3 0 3 69 0 0 1 1 1 6 99 99 0 1 1 0 0
"1018" 2 4 0 1 0 0 1 0 3 57 1 0 1 1 0 2 1 99 1 1 1 1 1
"1019" 2 23 0 1 0 0 1 0 2 63 1 0 1 1 0 2 99 99 0 1 1 0 0
"1020" 2 5 0 1 0 0 3 0 3 72 1 0 0 1 1 6 1 99 1 1 1 1 1
"1021" 2 26 0 1 0 0 3 0 2 41 1 0 1 1 1 6 1 99 1 1 1 1 1
"1022" 2 25 0 1 0 0 2 0 3 21 1 1 0 1 0 4 1 99 1 1 1 1 1
"1023" 2 14 0 1 0 0 3 0 1 38 0 1 0 1 0 6 1 99 1 1 1 1 1
"1024" 2 16 0 1 0 0 3 0 2 88 1 1 0 1 1 6 1 99 1 1 1 1 1
"1025" 2 13 0 1 1 0 1 0 3 35 1 0 1 1 1 3 99 99 0 0 1 0 0
"1026" 2 13 0 1 0 0 2 0 1 61 1 0 0 1 0 4 0 99 0 1 1 0 0
"1027" 2 17 0 1 0 0 2 0 3 26 1 0 1 1 1 4 99 99 0 1 1 0 0
"1028" 2 13 0 1 0 0 1 0 3 31 1 0 1 1 1 2 0 99 0 1 1 0 0
"1029" 2 5 0 1 0 0 3 0 1 76 1 1 0 1 0 6 0 99 0 1 1 0 0
"1030" 2 16 0 1 0 0 2 0 2 55 1 0 1 1 0 4 1 99 1 1 1 1 1
"1031" 2 24 0 1 0 0 2 0 3 84 1 0 1 1 1 4 1 99 1 1 1 1 1
"1032" 2 8 0 1 0 0 2 0 3 81 1 0 0 1 0 4 1 99 1 1 1 1 1
"1033" 2 6 0 1 0 1 3 0 3 48 1 1 0 1 0 6 99 99 0 1 1 0 0
"1034" 2 15 0 1 0 0 1 0 1 43 1 0 1 1 0 2 0 99 0 1 1 0 0
"1035" 2 29 0 1 0 0 1 0 3 49 1 0 1 1 0 2 0 99 0 1 1 0 0
"1036" 2 18 0 1 0 0 3 0 3 78 1 0 1 1 1 6 1 99 1 1 1 1 1
"1037" 2 4 0 1 0 0 2 0 3 51 1 0 1 1 1 4 1 99 1 1 1 1 1
"1038" 2 22 0 1 0 0 3 0 3 48 1 1 0 1 0 6 99 99 0 1 1 0 0
"1039" 2 28 0 1 0 0 3 0 2 21 1 0 0 1 0 6 99 99 0 1 1 0 0
"1040" 2 4 0 1 0 0 1 0 3 64 1 0 1 1 0 2 99 99 0 1 1 0 0
"1041" 2 19 0 1 0 0 3 0 2 64 1 0 1 1 1 6 1 99 1 1 1 1 1
"1042" 2 18 0 1 0 1 2 1 1 48 1 0 1 1 1 4 99 99 0 1 1 0 0
"1043" 2 13 0 1 0 0 3 0 2 36 1 0 0 1 0 6 1 99 1 1 1 1 1
"1044" 2 2 0 1 0 1 2 0 3 45 0 0 1 1 0 4 99 99 0 1 1 0 0
"1045" 2 27 0 1 0 0 3 0 2 75 1 0 1 1 1 6 1 99 1 1 1 1 1
"1046" 2 17 0 1 0 0 2 0 2 38 0 1 0 1 1 4 99 99 0 1 1 0 0
"1047" 2 17 0 1 0 0 3 0 2 62 1 0 1 1 0 6 1 99 1 1 1 1 1
"1048" 2 28 0 1 0 1 2 0 3 39 1 1 0 1 0 4 1 99 1 1 1 1 1
"1049" 2 12 0 1 0 0 1 0 1 71 0 0 0 1 0 2 1 99 1 1 1 1 1
"1050" 2 14 0 1 0 1 1 0 2 72 1 1 0 1 0 2 1 99 1 1 1 1 1
"1051" 2 12 0 1 0 1 2 0 2 46 1 1 0 1 0 4 99 99 0 1 1 0 0
"1052" 2 7 0 1 0 0 1 0 2 25 0 1 0 1 0 2 0 99 0 1 1 0 0
"1053" 2 20 0 1 0 0 3 0 2 69 1 0 1 1 1 6 99 99 0 1 1 0 0
"1054" 2 14 0 1 0 0 3 0 1 50 1 1 0 1 0 6 99 99 0 1 1 0 0
"1055" 2 14 0 1 0 0 1 0 3 28 1 0 0 1 0 2 99 99 0 1 1 0 0
"1056" 2 12 0 1 0 0 3 0 3 37 1 0 0 1 0 6 1 99 1 1 1 1 1
"1057" 2 22 0 1 0 0 3 0 1 58 1 0 1 1 1 6 1 99 1 1 1 1 1
"1058" 2 29 0 1 1 0 3 0 2 67 1 0 1 1 0 6 1 0 1 1 1 1 1
"1059" 2 10 0 1 0 0 2 0 2 26 1 1 0 1 1 4 1 99 1 1 1 1 1
"1060" 2 24 0 1 0 0 3 0 2 63 1 1 0 1 0 6 1 99 1 1 1 1 1
"1061" 2 18 0 1 0 0 3 0 2 42 0 0 0 1 1 6 0 99 0 1 1 0 0
"1062" 2 8 0 1 0 1 2 0 1 30 1 1 0 1 0 4 99 99 0 1 1 0 0
"1063" 2 25 0 1 0 0 3 0 2 49 1 0 1 1 1 6 99 99 0 1 1 0 0
"1064" 2 12 0 1 0 0 3 0 1 69 1 0 1 1 1 6 1 99 1 1 1 1 1
"1065" 2 25 0 1 0 0 2 0 3 46 1 0 1 1 1 4 99 99 0 1 1 0 0
"1066" 2 4 0 1 0 0 3 0 3 60 1 1 0 1 0 6 0 99 0 1 1 0 0
"1067" 2 20 0 1 0 1 1 0 1 59 1 0 1 1 1 2 1 99 1 1 1 1 1
"1068" 2 12 0 1 1 0 2 0 3 49 1 0 0 1 0 5 1 0 1 1 1 1 1
"1069" 2 19 0 1 0 0 3 0 2 43 1 1 0 1 1 6 1 99 1 1 1 1 1
"1070" 2 26 0 1 0 0 2 0 2 83 1 0 1 1 1 4 1 99 1 1 1 1 1
"1071" 2 10 0 1 0 0 2 0 3 30 0 0 1 1 1 4 1 99 1 1 1 1 1
"1072" 2 10 0 1 0 0 1 0 2 81 0 0 1 1 0 2 1 99 1 1 1 1 1
"1073" 2 26 0 1 0 0 1 0 3 53 1 0 1 1 1 2 1 99 1 1 1 1 1
"1074" 2 8 0 1 0 0 2 0 3 33 1 0 1 1 1 4 1 99 1 1 1 1 1
"1075" 2 24 0 1 0 0 2 0 3 27 1 0 1 1 0 4 0 99 0 1 1 0 0
"1076" 2 13 0 1 0 0 3 0 1 68 1 0 1 1 1 6 99 99 0 1 1 0 0
"1077" 2 26 0 1 0 0 3 0 3 33 0 1 0 1 0 6 1 99 1 1 1 1 1
"1078" 2 12 0 1 0 0 2 0 1 26 1 1 0 1 0 4 0 99 0 1 1 0 0
"1079" 2 26 0 1 0 0 1 0 2 51 1 1 0 1 0 2 1 99 1 1 1 1 1
"1080" 2 26 0 1 0 0 2 0 2 38 1 0 1 1 1 4 99 99 0 1 1 0 0
"1081" 2 19 0 1 0 0 1 0 2 70 1 1 0 1 0 2 1 99 1 1 1 1 1
"1082" 2 14 0 1 0 0 1 0 2 65 1 0 0 1 1 2 99 99 0 1 1 0 0
"1083" 2 16 0 1 0 0 1 0 3 38 1 0 0 1 0 2 99 99 0 1 1 0 0
"1084" 2 9 0 1 1 0 1 0 2 62 1 0 1 1 1 3 1 0 1 0 1 0 1
"1085" 2 3 0 1 0 0 1 0 1 72 1 0 1 1 1 2 99 99 0 1 1 0 0
"1086" 2 24 0 1 0 0 1 0 1 58 1 0 1 1 1 2 1 99 1 1 1 1 1
"1087" 2 22 0 1 0 0 1 0 1 31 0 1 0 1 0 2 99 99 0 1 1 0 0
"1088" 2 17 0 1 0 0 3 0 1 35 0 0 1 1 1 6 99 99 0 1 1 0 0
"1089" 2 20 0 1 0 1 3 1 2 48 1 1 0 1 0 6 99 99 0 1 1 0 0
"1090" 2 27 0 1 1 1 1 0 3 69 1 0 1 1 1 3 99 99 0 0 1 0 0
"1091" 2 18 0 1 1 0 2 0 2 43 0 0 0 1 0 5 99 99 0 1 1 0 0
"1092" 2 29 0 1 0 0 2 0 1 82 1 0 0 1 0 4 1 99 1 1 1 1 1
"1093" 2 28 0 1 0 0 3 0 1 70 1 0 1 1 1 6 1 99 1 1 1 1 1
"1094" 2 2 0 1 0 0 1 0 2 38 1 0 1 1 1 2 99 99 0 1 1 0 0
"1095" 2 5 0 1 0 0 2 0 2 29 0 1 0 1 0 4 99 99 0 1 1 0 0
"1096" 2 30 0 1 0 0 2 0 2 44 1 0 1 1 1 4 1 99 1 1 1 1 1
"1097" 2 26 0 1 0 0 3 0 1 45 1 0 1 1 1 6 99 99 0 1 1 0 0
"1098" 2 13 0 1 0 1 3 1 1 75 0 0 1 1 1 6 0 99 0 1 1 0 0
"1099" 2 4 0 1 0 0 3 0 2 56 1 1 0 1 0 6 0 99 0 1 1 0 0
"1100" 2 20 0 1 0 0 2 0 1 61 1 0 1 1 1 4 0 99 0 1 1 0 0
"1101" 2 20 0 1 0 0 1 0 1 52 0 0 0 1 0 2 99 99 0 1 1 0 0
"1102" 2 13 0 1 0 0 2 0 1 38 0 0 0 1 1 4 0 99 0 1 1 0 0
"1103" 2 23 0 1 0 0 3 0 1 27 1 1 0 1 0 6 0 99 0 1 1 0 0
"1104" 2 26 0 1 0 1 2 0 3 58 1 0 1 1 1 4 1 99 1 1 1 1 1
"1105" 2 4 0 1 0 0 2 0 1 78 1 0 1 1 1 4 99 99 0 1 1 0 0
"1106" 2 26 0 1 0 0 3 0 3 41 0 0 1 1 1 6 1 99 1 1 1 1 1
"1107" 2 10 0 1 0 0 3 0 3 76 1 1 0 1 1 6 1 99 1 1 1 1 1
"1108" 2 6 0 1 0 0 2 0 1 48 1 0 1 1 0 4 1 99 1 1 1 1 1
"1109" 2 13 0 1 0 1 2 0 3 36 0 0 1 1 0 4 1 99 1 1 1 1 1
"1110" 2 3 0 1 0 0 1 0 2 41 1 0 1 1 0 2 1 99 1 1 1 1 1
"1111" 2 29 0 1 1 0 3 0 1 61 1 0 1 1 0 6 0 1 1 1 1 1 1
"1112" 2 25 0 1 0 0 1 0 1 75 1 0 1 1 1 2 1 99 1 1 1 1 1
"1113" 2 25 0 1 0 0 2 0 2 32 0 0 0 1 1 4 99 99 0 1 1 0 0
"1114" 2 26 0 1 0 0 2 0 1 20 0 0 1 1 0 4 99 99 0 1 1 0 0
"1115" 2 10 0 1 0 1 3 0 3 66 1 0 1 1 0 6 0 99 0 1 1 0 0
"1116" 2 18 0 1 0 1 1 0 1 40 1 0 1 1 1 2 1 99 1 1 1 1 1
"1117" 2 26 0 1 0 0 2 0 2 71 1 0 1 1 1 4 1 99 1 1 1 1 1
"1118" 2 24 0 1 0 0 3 0 1 34 0 1 0 1 0 6 99 99 0 1 1 0 0
"1119" 2 24 0 1 0 0 2 0 1 51 1 0 1 1 1 4 1 99 1 1 1 1 1
"1120" 2 15 0 1 1 1 1 0 1 44 0 0 0 1 1 3 99 99 0 0 1 0 0
"1121" 2 26 0 1 0 0 3 0 3 74 1 0 1 1 1 6 1 99 1 1 1 1 1
"1122" 2 19 0 1 0 0 3 0 3 58 1 1 0 1 0 6 1 99 1 1 1 1 1
"1123" 2 5 0 1 0 0 1 0 1 67 0 1 0 1 0 2 1 99 1 1 1 1 1
"1124" 2 26 0 1 0 0 1 0 1 44 1 0 1 1 1 2 1 99 1 1 1 1 1
"1125" 2 23 0 1 0 0 2 0 2 28 1 1 0 1 0 4 99 99 0 1 1 0 0
"1126" 2 13 0 1 0 0 3 0 1 62 1 1 0 1 0 6 0 99 0 1 1 0 0
"1127" 2 25 0 1 0 0 3 0 3 57 1 0 1 1 1 6 1 99 1 1 1 1 1
"1128" 2 21 0 1 1 0 1 0 2 33 1 1 0 1 0 3 99 99 0 0 1 0 0
"1129" 2 21 0 1 0 0 2 0 3 52 1 0 1 1 0 4 1 99 1 1 1 1 1
"1130" 2 21 0 1 1 0 1 0 3 73 1 0 1 1 0 3 0 1 1 0 1 0 1
"1131" 2 4 0 1 0 0 3 0 3 35 1 0 1 1 1 6 0 99 0 1 1 0 0
"1132" 2 20 0 1 0 1 1 0 2 44 1 0 1 1 1 2 99 99 0 1 1 0 0
"1133" 2 23 0 1 0 0 2 0 1 44 1 0 1 1 1 4 99 99 0 1 1 0 0
"1134" 2 23 0 1 0 1 1 0 3 20 0 0 1 1 0 2 0 99 0 1 1 0 0
"1135" 2 16 0 1 0 0 1 0 1 73 1 1 0 1 0 2 1 99 1 1 1 1 1
"1136" 2 13 0 1 0 0 3 0 2 81 1 0 1 1 1 6 99 99 0 1 1 0 0
"1137" 2 8 0 1 0 0 3 0 3 38 1 0 1 1 1 6 99 99 0 1 1 0 0
"1138" 2 5 0 1 0 0 1 0 1 47 0 1 0 1 0 2 99 99 0 1 1 0 0
"1139" 2 12 0 1 0 0 1 0 3 31 1 1 0 1 0 2 99 99 0 1 1 0 0
"1140" 2 20 0 1 0 0 2 0 3 80 1 1 0 1 0 4 1 99 1 1 1 1 1
"1141" 2 20 0 1 0 1 3 0 1 42 1 0 1 1 0 6 1 99 1 1 1 1 1
"1142" 2 4 0 1 0 0 1 0 3 43 1 0 1 1 1 2 99 99 0 1 1 0 0
"1143" 2 4 0 1 0 0 3 0 3 58 1 0 1 1 1 6 99 99 0 1 1 0 0
"1144" 2 25 0 1 0 0 2 0 3 80 1 0 1 1 1 4 1 99 1 1 1 1 1
"1145" 2 21 0 1 1 0 2 0 3 34 1 1 0 1 0 5 0 0 0 1 1 0 0
"1146" 2 27 0 1 0 1 2 0 1 43 0 1 0 1 0 4 99 99 0 1 1 0 0
"1147" 2 6 0 1 0 0 3 0 1 63 1 0 1 1 0 6 99 99 0 1 1 0 0
"1148" 2 25 0 1 0 0 1 0 1 32 1 0 0 1 0 2 1 99 1 1 1 1 1
"1149" 2 12 0 1 0 0 1 0 2 95 1 1 0 1 0 2 1 99 1 1 1 1 1
"1150" 2 15 0 1 0 0 3 0 1 76 1 0 1 1 1 6 1 99 1 1 1 1 1
"1151" 2 25 0 1 0 0 1 0 1 51 1 1 0 1 0 2 99 99 0 1 1 0 0
"1152" 2 10 0 1 1 1 1 0 2 49 0 0 1 1 0 3 0 99 0 0 1 0 0
"1153" 2 5 0 1 0 1 3 0 2 19 0 0 0 1 0 6 1 99 1 1 1 1 1
"1154" 2 11 0 1 0 0 1 0 2 91 0 0 1 1 1 2 1 99 1 1 1 1 1
"1155" 2 17 0 1 0 0 2 0 2 67 1 0 1 1 1 4 1 99 1 1 1 1 1
"1156" 2 18 0 1 0 1 1 0 2 52 1 0 1 1 1 2 1 99 1 1 1 1 1
"1157" 2 30 0 1 0 0 3 0 3 41 1 0 1 1 1 6 99 99 0 1 1 0 0
"1158" 2 25 0 1 0 0 1 0 3 57 1 0 1 1 0 2 1 99 1 1 1 1 1
"1159" 2 24 0 1 0 0 3 0 2 24 1 0 0 1 1 6 99 99 0 1 1 0 0
"1160" 2 2 0 1 0 1 1 0 3 43 1 0 0 1 1 2 99 99 0 1 1 0 0
"1161" 2 25 0 1 0 0 3 0 1 37 0 0 1 1 1 6 99 99 0 1 1 0 0
"1162" 2 21 0 1 0 1 2 0 3 56 1 0 0 1 1 4 1 99 1 1 1 1 1
"1163" 2 24 0 1 0 0 3 0 1 29 1 0 0 1 1 6 1 99 1 1 1 1 1
"1164" 2 6 0 1 0 1 1 0 2 18 0 0 0 1 1 2 1 99 1 1 1 1 1
"1165" 2 17 0 1 0 1 1 0 2 83 1 0 1 1 1 2 1 99 1 1 1 1 1
"1166" 2 9 0 1 1 0 2 0 2 60 1 0 1 1 1 5 1 0 1 1 1 1 1
"1167" 2 17 0 1 0 0 1 0 2 63 0 1 0 1 1 2 1 99 1 1 1 1 1
"1168" 2 13 0 1 0 0 3 0 1 65 1 0 1 1 1 6 1 99 1 1 1 1 1
"1169" 2 5 0 1 1 0 3 0 2 78 1 0 1 1 1 6 0 1 1 1 1 1 1
"1170" 2 12 0 1 0 1 2 0 1 65 0 0 1 1 1 4 1 99 1 1 1 1 1
"1171" 2 17 0 1 0 0 3 0 2 32 1 0 1 1 1 6 1 99 1 1 1 1 1
"1172" 2 17 0 1 0 1 2 0 1 69 0 0 1 1 1 4 99 99 0 1 1 0 0
"1173" 2 26 0 1 0 0 2 0 1 46 0 1 0 1 1 4 99 99 0 1 1 0 0
"1174" 2 6 0 1 0 0 1 0 1 45 0 0 1 1 1 2 0 99 0 1 1 0 0
"1175" 2 25 0 1 0 0 2 0 1 33 1 0 0 1 1 4 1 99 1 1 1 1 1
"1176" 2 28 0 1 0 0 2 0 2 55 1 0 1 1 1 4 99 99 0 1 1 0 0
"1177" 2 18 0 1 0 0 2 0 2 51 0 1 0 1 0 4 99 99 0 1 1 0 0
"1178" 2 29 0 1 0 0 3 0 2 57 1 0 1 1 0 6 0 99 0 1 1 0 0
"1179" 2 15 0 1 0 0 2 0 3 78 1 0 1 1 1 4 1 99 1 1 1 1 1
"1180" 2 22 0 1 0 0 2 0 3 27 0 1 0 1 0 4 99 99 0 1 1 0 0
"1181" 2 26 0 1 1 0 3 0 2 60 1 1 0 1 0 6 99 99 0 1 1 0 0
"1182" 2 25 0 1 0 0 1 0 2 45 1 0 1 1 1 2 1 99 1 1 1 1 1
"1183" 2 28 0 1 0 0 1 0 2 64 1 0 1 1 1 2 99 99 0 1 1 0 0
"1184" 2 25 0 1 0 0 1 0 3 81 1 0 1 1 1 2 1 99 1 1 1 1 1
"1185" 2 19 0 1 0 0 2 0 2 49 1 0 1 1 1 4 1 99 1 1 1 1 1
"1186" 2 26 0 1 0 0 2 0 2 44 1 0 0 1 1 4 99 99 0 1 1 0 0
"1187" 2 2 0 1 0 0 2 0 1 54 1 0 1 1 0 4 99 99 0 1 1 0 0
"1188" 2 21 0 1 0 0 1 0 2 43 1 1 0 1 1 2 99 99 0 1 1 0 0
"1189" 2 8 0 1 1 1 3 1 2 20 0 0 1 1 0 6 99 99 0 1 1 0 0
"1190" 2 27 0 1 0 0 3 0 2 67 1 0 1 1 1 6 1 99 1 1 1 1 1
"1191" 2 27 0 1 0 0 3 0 1 37 1 0 1 1 1 6 0 99 0 1 1 0 0
"1192" 2 12 0 1 0 1 2 0 1 43 1 1 0 1 0 4 1 99 1 1 1 1 1
"1193" 2 14 0 1 0 0 2 0 3 76 1 0 1 1 1 4 1 99 1 1 1 1 1
"1194" 2 26 0 1 0 1 1 0 1 42 1 0 1 1 0 2 1 99 1 1 1 1 1
"1195" 2 16 0 1 0 0 1 0 2 63 1 1 0 1 0 2 1 99 1 1 1 1 1
"1196" 2 18 0 1 1 0 2 0 1 33 1 0 0 1 1 5 0 99 0 1 1 0 0
"1197" 2 26 0 1 0 1 2 0 3 40 1 0 1 1 0 4 99 99 0 1 1 0 0
"1198" 2 29 0 1 0 0 1 0 2 79 1 0 1 1 1 2 0 99 0 1 1 0 0
"1199" 2 8 0 1 0 0 1 0 3 78 1 1 0 1 0 2 99 99 0 1 1 0 0
"1200" 2 19 0 1 0 0 3 0 1 66 1 1 0 1 1 6 1 99 1 1 1 1 1
"1201" 2 27 0 1 0 1 1 0 2 32 1 1 0 1 0 2 99 99 0 1 1 0 0
"1202" 2 8 0 1 0 1 3 1 2 74 1 0 1 1 1 6 1 99 1 1 1 1 1
"1203" 2 19 0 1 0 1 2 0 2 55 1 0 1 1 1 4 99 99 0 1 1 0 0
"1204" 2 25 0 1 0 0 3 0 1 49 1 0 1 1 1 6 99 99 0 1 1 0 0
"1205" 2 25 0 1 0 0 3 0 2 40 0 0 0 1 1 6 1 99 1 1 1 1 1
"1206" 2 27 0 1 1 0 2 0 1 76 1 0 1 1 1 5 0 1 1 1 1 1 1
"1207" 2 6 0 1 0 1 1 0 2 90 0 0 0 1 1 2 1 99 1 1 1 1 1
"1208" 2 14 0 1 0 1 1 1 3 25 0 0 0 1 0 2 99 99 0 1 1 0 0
"1209" 2 12 0 1 0 0 1 0 3 33 1 0 1 1 0 2 0 99 0 1 1 0 0
"1210" 2 28 0 1 0 0 3 0 1 50 1 0 1 1 1 6 1 99 1 1 1 1 1
"1211" 2 11 0 1 0 1 3 1 1 36 1 0 1 1 1 6 1 99 1 1 1 1 1
"1212" 2 20 1 0 1 0 2 0 0 45 1 1 0 0 0 2 99 99 0 1 1 0 0
"1213" 2 18 1 1 1 0 1 0 1 35 1 0 1 0 1 1 99 1 1 0 0 0 0
"1214" 2 18 1 0 1 0 2 0 0 71 1 0 1 0 1 2 99 99 0 1 1 0 0
"1215" 2 17 1 1 1 0 3 0 1 47 0 1 0 0 1 6 99 99 0 1 1 0 0
"1216" 2 24 1 0 1 1 1 0 0 35 1 0 1 0 1 1 99 1 1 0 0 0 0
"1217" 2 17 1 1 1 0 2 0 2 78 1 1 0 0 0 2 99 0 0 1 1 0 0
"1218" 2 26 1 1 1 0 2 0 1 54 1 0 1 0 1 2 99 0 0 1 1 0 0
"1219" 2 17 1 1 1 1 2 0 3 46 1 1 0 0 0 2 99 99 0 1 1 0 0
"1220" 2 17 1 0 1 1 2 0 0 24 1 0 1 0 1 2 99 99 0 1 1 0 0
"1221" 2 13 0 0 1 0 3 0 0 74 1 0 1 0 1 6 99 1 1 1 1 1 1
"1222" 2 28 1 1 1 1 3 0 1 74 1 0 1 0 1 6 99 1 1 1 1 1 1
"1223" 2 15 1 0 1 0 2 0 0 54 1 0 0 0 0 2 99 99 0 1 1 0 0
"1224" 2 26 0 0 1 1 3 1 0 41 0 0 1 0 0 6 99 1 1 1 1 1 1
"1225" 2 25 1 1 1 1 3 0 2 41 1 0 1 0 1 6 99 1 1 1 1 1 1
"1226" 2 5 1 0 1 0 2 0 0 34 1 0 1 0 0 2 99 0 0 1 1 0 0
"1227" 2 18 1 1 1 1 2 0 2 61 1 0 1 0 1 2 99 99 0 1 1 0 0
"1228" 2 24 1 0 1 0 3 0 0 37 0 0 1 0 0 6 99 1 1 1 1 1 1
"1229" 2 12 1 1 1 0 3 0 3 21 0 0 1 0 1 6 99 99 0 1 1 0 0
"1230" 2 17 1 1 1 1 3 0 3 37 1 0 1 0 1 6 99 1 1 1 1 1 1
"1231" 2 27 1 0 1 0 2 0 0 46 1 0 1 0 0 2 99 99 0 1 1 0 0
"1232" 2 12 1 0 1 0 2 0 0 90 1 0 1 0 0 2 99 0 0 1 1 0 0
"1233" 2 13 1 0 1 0 1 0 0 67 1 0 1 0 0 1 99 99 0 0 0 0 0
"1234" 2 18 1 0 1 0 3 0 0 63 1 0 1 0 0 6 99 99 0 1 1 0 0
"1235" 2 18 1 0 1 0 1 0 0 76 1 0 1 0 1 1 99 1 1 0 0 0 0
"1236" 2 29 1 0 1 0 2 0 0 24 1 0 1 0 1 2 99 1 1 1 1 1 1
"1237" 2 21 0 0 1 0 1 0 0 36 1 0 0 0 1 1 99 99 0 0 0 0 0
"1238" 2 23 1 1 1 0 1 0 3 49 1 0 1 0 1 1 99 0 0 0 0 0 0
"1239" 2 25 1 1 1 0 2 0 3 48 1 0 1 0 1 2 99 1 1 1 1 1 1
"1240" 2 21 1 1 1 0 2 0 2 38 1 0 1 0 1 2 99 99 0 1 1 0 0
"1241" 2 16 0 0 1 0 1 0 0 75 1 1 0 0 0 1 99 1 1 0 0 0 0
